text,label
"Cross-temporal forecast reconciliation: Optimal combination method and
  heuristic alternatives",stat
"To Follow or not to Follow: Selective Imitation Learning from
  Observations",cs
"Scheduling and Dynamic Pilot Allocation For Massive MIMO with Varying
  Traffic",cs
An Empirical Bayes Approach to Graphon Estimation,stat
On the Inductive Bias of Neural Tangent Kernels,stat
"Differential privacy and noisy confidentiality concepts for European
  population statistics",stat
Knowledge-based Biomedical Data Science 2019,cs
"Learning and Exploiting Interclass Visual Correlations for Medical Image
  Classification",cs
"The Interplay of Competition and Cooperation Among Service Providers
  (Part II)",cs
Bi-factor and second-order copula models for item response data,stat
A Step by Step Mathematical Derivation and Tutorial on Kalman Filters,stat
Visualizing and comparing distributions with half-disk density strips,stat
Privately Answering Classification Queries in the Agnostic PAC Model,cs
"Learning robust visual representations using data augmentation
  invariance",cs
"k-GANs: Ensemble of Generative Models with Semi-Discrete Optimal
  Transport",stat
"Privacy as a Planned Behavior: Effects of Situational Factors on Privacy
  Perceptions and Plans",cs
Synthetic Dataset Generation of Driver Telematics,stat
mlr3proba: An R Package for Machine Learning in Survival Analysis,stat
Leveraging the Variance of Return Sequences for Exploration Policy,cs
"An exploratory assessment of a multidimensional healthcare and economic
  data on COVID-19 in Nigeria",stat
"Sequential Learning of Principal Curves: Summarizing Data Streams on the
  Fly",stat
"A comparison of Bayesian accelerated failure time models with spatially
  varying coefficients",stat
Database Alignment with Gaussian Features,stat
RNN-based speech synthesis using a continuous sinusoidal model,cs
Testing for a Change in Mean After Changepoint Detection,stat
"pexm: a JAGS module for applications involving the piecewise exponential
  distribution",stat
Intrinsic dimension estimation for locally undersampled data,cs
Crosslingual Document Embedding as Reduced-Rank Ridge Regression,cs
"Loss Rate Forecasting Framework Based on Macroeconomic Changes:
  Application to US Credit Card Industry",stat
Exponential moving average versus moving exponential average,stat
D-STEM v2: A Software for Modelling Functional Spatio-Temporal Data,stat
"A Bayesian Filter for Multi-view 3D Multi-object Tracking with Occlusion
  Handling",cs
An Energy-Efficient Resource Management System for a Mobile Ad Hoc Cloud,cs
Extracting Topics from Open Educational Resources,cs
On UMAP's true loss function,cs
Stein Neural Sampler,stat
Evaluating the Arm Ecosystem for High Performance Computing,cs
"A framework for causal inference in the presence of extreme inverse
  probability weights: the role of overlap weights",stat
Some New Results for Poisson Binomial Models,stat
Fast and Robust Shortest Paths on Manifolds Learned from Data,stat
"Dirac Delta Regression: Conditional Density Estimation with Clinical
  Trials",stat
"Analysis via Orthonormal Systems in Reproducing Kernel Hilbert
  $C^*$-Modules and Applications",stat
Particle-based Energetic Variational Inference,stat
"Convergence and finite sample approximations of entropic regularized
  Wasserstein distances in Gaussian and RKHS settings",stat
Principal Stratification for Advertising Experiments,stat
"Modeling from Features: a Mean-field Framework for Over-parameterized
  Deep Neural Networks",stat
"Longitudinal modeling of age-dependent latent traits with generalized
  additive latent and mixed models",stat
A Prototype Knockoff Filter for Group Selection with FDR Control,stat
"The Role of Governmental Weapons Procurements in Forecasting Monthly
  Fatalities in Intrastate Conflicts: A Semiparametric Hierarchical Hurdle
  Model",stat
Towards Faster Reasoners By Using Transparent Huge Pages,cs
The Holdout Randomization Test for Feature Selection in Black Box Models,stat
Curvature Regularization to Prevent Distortion in Graph Embedding,cs
"The Online Saddle Point Problem and Online Convex Optimization with
  Knapsacks",stat
Minimax optimal rates for Mondrian trees and forests,stat
"Analysis of time-to-event for observational studies: Guidance to the use
  of intensity models",stat
"Optimisation of the PointPillars network for 3D object detection in
  point clouds",cs
Two-Step Sound Source Separation: Training on Learned Latent Targets,cs
"The Evidence Lower Bound of Variational Autoencoders Converges to a Sum
  of Three Entropies",stat
Multi-Output Gaussian Processes for Crowdsourced Traffic Data Imputation,stat
Covariate powered cross-weighted multiple testing,stat
"Automatic exposure selection and fusion for high-dynamic-range
  photography via smartphones",cs
"A review of Bayesian perspectives on sample size derivation for
  confirmatory trials",stat
Balancing Geometry and Density: Path Distances on High-Dimensional Data,stat
"clDice -- a Novel Topology-Preserving Loss Function for Tubular
  Structure Segmentation",cs
"(f)RFCDE: Random Forests for Conditional Density Estimation and
  Functional Data",stat
"Nonparametric Bayesian Lomax delegate racing for survival analysis with
  competing risks",stat
Dataset-Level Attribute Leakage in Collaborative Learning,cs
Adverse event enrichment tests using VAERS,stat
Approximate Bayesian inference in spatial environments,stat
Chromatic Learning for Sparse Datasets,stat
A Fast Linear Regression via SVD and Marginalization,stat
"Interpretable ICD Code Embeddings with Self- and Mutual-Attention
  Mechanisms",stat
On the Estimation of Entropy in the FastICA Algorithm,stat
Common Statistical Patterns in Urban Terrorism,stat
"A Simple Yet Effective Method for Video Temporal Grounding with
  Cross-Modality Attention",cs
"A statistical framework for measuring the temporal stability of human
  mobility patterns",stat
"Robust Navigation of a Soft Growing Robot by Exploiting Contact with the
  Environment",cs
Blocking dominating sets for $H$-free graphs via edge contractions,cs
"Enhanced Quasi-Maximum Likelihood Decoding of Short LDPC Codes based on
  Saturation",cs
"Quick Lists: Enriched Playlist Embeddings for Future Playlist
  Recommendation",cs
Locally Optimized Random Forests,stat
Categorizing Comparative Sentences,cs
The Role of Mutual Information in Variational Classifiers,stat
"Quasi-Bernoulli Stick-breaking: Infinite Mixture with Cluster
  Consistency",stat
"What happens when a journal converts to Open Access? A bibliometric
  analysis",cs
Improved Distortion and Spam Resistance for PageRank,cs
"Fixed-MAML for Few Shot Classification in Multilingual Speech Emotion
  Recognition",cs
"Model Predictive Control Framework for Improving Vehicle Cornering
  Performance Using Handling Characteristics",cs
Generalized Multiple Importance Sampling,stat
Slice Sampling for General Completely Random Measures,stat
"Adaptive Generalized Logit-Normal Distributions for Wind Power
  Short-Term Forecasting",stat
Multi-Speaker End-to-End Speech Synthesis,cs
Learning to Check Contract Inconsistencies,cs
"On Computation and Generalization of Generative Adversarial Imitation
  Learning",cs
MAC Protocol Design Optimization Using Deep Learning,cs
"Theoretical Limits of Pipeline Parallel Optimization and Application to
  Distributed Deep Learning",stat
Probabilistic forecast reconciliation under the Gaussian framework,stat
Identification of Causal Diffusion Effects Under Structural Stationarity,stat
"On the Optimal Weighted $\ell_2$ Regularization in Overparameterized
  Linear Regression",stat
"The Importance of Being Correlated: Implications of Dependence in Joint
  Spectral Inference across Multiple Networks",stat
"Smooth Contextual Bandits: Bridging the Parametric and
  Non-differentiable Regret Regimes",stat
Adaptive Monte Carlo Multiple Testing via Multi-Armed Bandits,stat
Cross-Shape Graph Convolutional Networks,cs
Reducing Drift in Structure From Motion Using Extended Features,cs
"Bayesian Joint Modelling of Recurrence and Survival: a Conditional
  Approach",stat
"Discriminative Feature Learning with Foreground Attention for Person
  Re-Identification",cs
"Enhanced Energy-Efficient Downlink Resource Allocation in Green
  Non-Orthogonal Multiple Access Systems",cs
Using Scene Graph Context to Improve Image Generation,cs
Adaptive Schemes for Piecewise Deterministic Monte Carlo Algorithms,stat
Blockchain Superoptimizer,cs
"A comment on ""New non-parametric inferences for low-income proportions""
  by Shan Luo and Gengsheng Qin",stat
"Sequential Design of Mixture Experiments with an Empirically Determined
  Input Domain and an Application to Burn-up Credit Penalization of Nuclear
  Fuel Rods",stat
Copula Flows for Synthetic Data Generation,stat
"Structure from Articulated Motion: Accurate and Stable Monocular 3D
  Reconstruction without Training Data",cs
"Deep Learning Estimation of Absorbed Dose for Nuclear Medicine
  Diagnostics",stat
A New Algorithm for Euclidean Shortest Paths in the Plane,cs
Effect of right censoring bias on survival analysis,stat
Point-Voxel CNN for Efficient 3D Deep Learning,cs
Improved PAC-Bayesian Bounds for Linear Regression,cs
Discovering Conditionally Salient Features with Statistical Guarantees,stat
Graph-Based Two-Sample Tests for Data with Repeated Observations,stat
"Using Bayesian latent Gaussian graphical models to infer symptom
  associations in verbal autopsies",stat
"Risk-Averse Equilibrium for Autonomous Vehicles in Stochastic Congestion
  Games",cs
Text Classification Using Hybrid Machine Learning Algorithms on Big Data,cs
Objective Bayesian approach to the Jeffreys-Lindley paradox,stat
"Dados Abertos Governamentais no contexto de Pol\'iticas P\'ublicas de
  Sa\'ude e Sistemas Prisionais: Realidade ou Utopia?",cs
Bidirectional Mapping Coupled GAN for Generalized Zero-Shot Learning,cs
"Diagnostic tools for a multivariate negative binomial model for fitting
  correlated data with overdispersion",stat
VarGrad: A Low-Variance Gradient Estimator for Variational Inference,stat
Short sighted deep learning,cs
Permutation Weighting,stat
Belief Propagation List Ordered Statistics Decoding of Polar Codes,cs
"Tensor Mixed Effects Model with Applications in Nanomanufacturing
  Inspection",stat
